timestamp,bench id,lat,lng,column a,column b,column c,column d,column e,column f,column g,column h,column i,column j,column k,column l,column m,column n,column o,column p
80317160333,14682000806546,42.360683,-71.089867,6,3.69,1,0.36,-1.85,1.39,139.06,0.24,-0.31,9.69,-21.27,18.45,24.69,0,0.08,-0.01
80317160342,14682000806546,42.36071,-71.089867,3,2.68,1,0.26,-1.83,0.92,138.9,0.16,-0.31,9.81,-21.36,18.64,24.08,0,0.08,-0.01
80317160351,14682000806546,42.360725,-71.089867,7,1.75,1,0.25,-1.62,1.39,139.91,0.24,-0.27,9.69,-21.82,18.36,23.67,0,0.08,-0.01
80317160358,14682000806546,42.360733,-71.089867,7,1.78,1,0.24,-1.83,1.37,138.75,0.24,-0.31,9.81,-21.45,18.82,23.16,0,0.08,-0.01
80317160408,14682000806546,42.360752,-71.089859,2,3.19,2,0.31,-2.54,1.38,138.75,0.24,-0.43,9.73,-21.45,18.82,23.47,-0.01,0.08,-0.01
80317185006,14682000806546,42.36079,-71.089836,399,0.12,0,0.14,0.23,3.69,119.77,0.63,0.04,9.73,-11.91,20.82,25.1,0,0.08,0
80317185113,14682000806546,42.360798,-71.089836,391,0.1,0,0.16,0.69,3.47,119.91,0.59,0.12,9.69,-11.82,20.55,25.31,0,0.08,0
80317184941,14682000806546,42.360798,-71.089844,395,0.08,0,0.21,1.15,3.9,119.69,0.67,0.2,9.77,-11.82,20.73,25,0,0.08,0
80317185039,14682000806546,42.360798,-71.089836,388,0.08,0,0.29,0.69,3.94,119.39,0.67,0.12,9.69,-11.73,20.82,25,0,0.08,0
80317185048,14682000806546,42.360798,-71.089836,392,0.07,0,0.17,0.46,3.69,119.5,0.63,0.08,9.73,-11.73,20.73,24.9,0,0.08,0
80317184957,14682000806546,42.360798,-71.089836,399,0.11,0,0.3,0.46,3.68,119.23,0.63,0.08,9.77,-11.55,20.64,24.8,0,0.08,0
80317185056,14682000806546,42.360798,-71.089836,388,0.03,0,0.45,1.18,3.55,119.77,0.59,0.2,9.49,-11.91,20.82,24.8,0,0.08,0
80317185014,14682000806546,42.360798,-71.089836,395,0.12,0,0.23,0.92,3.68,119.39,0.63,0.16,9.77,-11.73,20.82,24.8,0,0.08,0
80317184932,14682000806546,42.360798,-71.089836,399,0.05,0,0.21,0.92,3.68,119.72,0.63,0.16,9.77,-11.73,20.55,24.69,0,0.08,0
80317185122,14682000806546,42.360798,-71.089836,386,0.08,0,0.2,0.46,4.18,118.93,0.71,0.08,9.65,-11.45,20.73,24.69,0,0.08,0
80317185031,14682000806546,42.360798,-71.089836,394,0.12,0,0.21,0.69,3.94,119.61,0.67,0.12,9.69,-11.73,20.64,24.59,0,0.08,0
80317185023,14682000806546,42.360798,-71.089836,390,0.12,0,0.23,0.93,3.71,119.2,0.63,0.16,9.69,-11.64,20.82,24.29,0,0.08,0
80317184925,14682000806546,42.360806,-71.089836,399,0.04,0,0.21,1.15,4.13,119.5,0.71,0.2,9.77,-11.73,20.73,25.2,0,0.08,0
80317185104,14682000806546,42.360806,-71.089836,387,0.04,0,0.27,0.93,3.97,119.61,0.67,0.16,9.61,-11.73,20.64,24.69,0,0.08,0
80317184916,14682000806546,42.360817,-71.089836,401,0.07,0,0.33,0.69,3.91,119.12,0.67,0.12,9.77,-11.55,20.73,25,0,0.08,0
80317102018,14682000806546,42.360825,-71.089729,13,1.09,0,2.82,-41.96,-142.53,9.06,-3.96,-4.35,-2.79,54.18,8.64,12.86,-0.08,0.17,0.11
80317184907,14682000806546,42.360825,-71.089836,397,0.06,0,0.3,0.46,3.91,119.42,0.67,0.08,9.77,-11.64,20.64,25.41,0,0.08,0
80317184859,14682000806546,42.360832,-71.089836,397,0.04,0,0.22,0.7,3.95,119.77,0.67,0.12,9.65,-11.91,20.82,24.8,0,0.08,0
80317160300,14682000806546,42.36084,-71.089691,4,1.51,0,0.27,-1.38,1.15,138.12,0.2,-0.24,9.77,-21.09,18.91,23.98,0,0.08,-0.01
80317184842,14682000806546,42.360847,-71.089821,397,0.03,0,0.28,0.69,3.47,119.5,0.59,0.12,9.69,-11.73,20.73,24.8,0,0.08,0
80317184851,14682000806546,42.360847,-71.089821,403,0.02,0,0.25,0.92,3.68,119.39,0.63,0.16,9.77,-11.73,20.82,24.18,0,0.08,0
80317184800,14682000806546,42.360855,-71.089821,407,0.05,0,0.29,0.93,3.71,120.21,0.63,0.16,9.69,-11.91,20.45,25.2,0,0.08,0
80317184825,14682000806546,42.360855,-71.089821,412,0.02,0,0.27,0.69,3.92,119.44,0.67,0.12,9.73,-11.55,20.45,24.9,0,0.08,0
80317184735,14682000806546,42.360855,-71.089806,409,0.03,0,0.16,0.93,3.49,119.77,0.59,0.16,9.65,-11.91,20.82,24.9,0,0.08,0
80317184743,14682000806546,42.360855,-71.089806,409,0.06,0,0.25,0.93,3.71,120.02,0.63,0.16,9.69,-11.82,20.45,24.8,0,0.08,0
80317184834,14682000806546,42.360855,-71.089821,405,0,0,0.25,0.92,3.69,120.07,0.63,0.16,9.73,-12,20.73,24.8,0,0.08,0
80317184817,14682000806546,42.360855,-71.089821,407,0.03,0,0.13,0.92,3.92,119.83,0.67,0.16,9.73,-11.73,20.45,24.59,0,0.08,0
80317184752,14682000806546,42.360855,-71.089806,404,0.04,0,0.21,0.69,2.75,119.31,0.47,0.12,9.81,-11.64,20.73,25.41,-0.01,0.08,0
80317184809,14682000806546,42.360863,-71.089806,408,0.05,0,0.23,0.69,3.47,119.88,0.59,0.12,9.69,-11.91,20.73,25,0,0.08,0
80317184718,14682000806546,42.360863,-71.089806,420,0.02,0,0.22,0.92,3.68,119.5,0.63,0.16,9.77,-11.73,20.73,24.8,0,0.08,0
80317184727,14682000806546,42.360863,-71.089806,412,0.04,0,0.29,0.69,3.43,119.5,0.59,0.12,9.81,-11.73,20.73,24.8,0,0.08,0
80317184653,14682000806546,42.360863,-71.089806,405,0.04,0,0.17,0.46,3.94,120.55,0.67,0.08,9.69,-12.18,20.64,24.29,0,0.08,0
80317184710,14682000806546,42.360863,-71.089806,410,0.02,0,0.25,0.69,4.13,120.37,0.71,0.12,9.77,-12.09,20.64,24.18,0,0.08,0
80317184702,14682000806546,42.360863,-71.089806,414,0.02,0,0.2,0.69,3.91,120.1,0.67,0.12,9.77,-11.91,20.55,24.49,0,0.08,-0.01
80317184637,14682000806546,42.360874,-71.089806,418,0.01,0,0.22,0.7,3.97,119.8,0.67,0.12,9.61,-11.82,20.64,24.9,0,0.08,0
80317184521,14682000806546,42.360882,-71.089798,430,0,0,0.2,0.69,3.91,119.83,0.67,0.12,9.77,-11.73,20.45,24.59,0,0.08,0
80317202914,14682000806546,42.360897,-71.089195,7,-0.02,0,0.21,-4.15,-2.3,5.26,-0.39,-0.71,9.73,14.82,1.36,23.47,0,0.09,0
80317184628,14682000806546,42.360897,-71.089798,422,0.01,0,0.32,0.92,3.68,119.29,0.63,0.16,9.77,-11.73,20.91,25,0,0.08,0
80317191931,14682000806546,42.360897,-71.089508,218,0.03,0,0.18,0.69,3.71,115.87,0.63,0.12,9.69,-10.27,21.18,22.65,0,0.08,0
80317184603,14682000806546,42.360912,-71.089775,426,0.04,0,0.35,0.69,4.13,119.99,0.71,0.12,9.77,-11.91,20.64,25.31,0,0.08,0
80317184546,14682000806546,42.360912,-71.089775,435,0.04,0,0.21,1.15,3.46,119.74,0.59,0.2,9.73,-11.64,20.36,25.1,0,0.08,0
80317184538,14682000806546,42.360912,-71.089775,413,0,0,0.3,0.92,3.69,120.89,0.63,0.16,9.73,-12.18,20.36,24.9,0,0.08,0
80317184554,14682000806546,42.360912,-71.089775,411,0.03,0,0.21,0.69,3.91,119.99,0.67,0.12,9.77,-11.91,20.64,24.8,0,0.08,0
80317184530,14682000806546,42.360912,-71.089775,432,-0.03,0,0.2,0.93,3.95,119.83,0.67,0.16,9.65,-11.73,20.45,24.8,-0.01,0.08,0
80317184619,14682000806546,42.36092,-71.089775,408,0.04,0,0.19,0.92,3.46,119.69,0.59,0.16,9.73,-11.82,20.73,25,0,0.08,0
80317184611,14682000806546,42.36092,-71.089775,406,0.06,0,0.23,0.7,3.74,119.83,0.63,0.12,9.61,-11.73,20.45,24.9,-0.01,0.08,0
80317202931,14682000806546,42.360928,-71.089195,1,0.05,0,0.13,-4.15,-2.3,4.94,-0.39,-0.71,9.73,14.73,1.27,24.39,0,0.09,0
80317202939,14682000806546,42.360928,-71.089195,7,0.03,0,0.25,-4.41,-2.09,5.54,-0.35,-0.75,9.65,15,1.45,23.06,0,0.09,0
80317202922,14682000806546,42.360928,-71.089195,1,0.04,0,0.21,-4.4,-2.31,4.97,-0.39,-0.75,9.69,14.64,1.27,23.37,0,0.08,0
80317144642,14682000806546,42.360928,-71.089218,656,0.04,0,0.35,-2.3,2.07,135.91,0.35,-0.39,9.77,-20.45,19.82,23.78,0,0.08,-0.01
80317202948,14682000806546,42.360939,-71.089195,1,0.01,0,0.25,-4.41,-2.32,5.36,-0.39,-0.75,9.65,14.55,1.36,23.16,0,0.08,0
80317202948,14682000806546,42.360939,-71.089195,1,0.01,0,0.25,-4.41,-2.32,5.36,-0.39,-0.75,9.65,14.55,1.36,23.16,0,0.08,0
80317203004,14682000806546,42.360947,-71.089211,1,-0.01,0,0.21,-4.68,-2.34,5.06,-0.39,-0.78,9.57,14.36,1.27,23.37,0,0.09,0
80317191940,14682000806546,42.360954,-71.089478,220,0.01,0,0.25,0.69,3.94,117.16,0.67,0.12,9.69,-10.64,20.73,23.47,0,0.08,0
80317192005,14682000806546,42.360962,-71.089478,219,-0.05,0,0.29,0.69,3.66,116.57,0.63,0.12,9.81,-10.45,20.91,22.55,0,0.08,0
80317191948,14682000806546,42.360962,-71.089478,215,-0.02,0,0.22,1.16,3.94,114.98,0.67,0.2,9.69,-9.91,21.27,22.55,0,0.08,0
80317191956,14682000806546,42.360962,-71.089478,217,-0.02,0,0.36,0.23,4.15,115.56,0.71,0.04,9.73,-10,20.91,22.24,0,0.08,0
80317192055,14682000806546,42.36097,-71.089478,203,-0.06,0,0.27,0.92,3.92,115.77,0.67,0.16,9.73,-10.18,21.09,23.06,0,0.09,0
80317192103,14682000806546,42.36097,-71.089478,195,-0.1,0,0.25,1.16,3.94,116.46,0.67,0.2,9.69,-10.36,20.82,23.16,0,0.08,0
80317192038,14682000806546,42.36097,-71.089478,208,-0.07,0,0.21,0.69,3.94,116.67,0.67,0.12,9.69,-10.36,20.64,23.06,0,0.08,0
80317192046,14682000806546,42.36097,-71.089478,202,-0.09,0,0.29,0.69,3.23,116.47,0.55,0.12,9.73,-10.45,21,22.96,0,0.08,0
80317192021,14682000806546,42.36097,-71.089478,211,-0.09,0,0.13,0.69,3.69,117.06,0.63,0.12,9.73,-10.64,20.82,22.86,0,0.08,0
80317192030,14682000806546,42.36097,-71.089478,203,-0.07,0,0.2,0.46,3.48,116.86,0.59,0.08,9.69,-10.64,21,22.76,0,0.08,0
80317192013,14682000806546,42.36097,-71.089478,220,-0.06,0,0.22,0.69,3.92,116.47,0.67,0.12,9.73,-10.55,21.18,22.65,0,0.08,0
80317192120,14682000806546,42.36097,-71.089478,196,-0.1,0,0.22,0.93,3.94,115.96,0.67,0.16,9.69,-10.18,20.91,22.55,0,0.08,0
80317192128,14682000806546,42.360977,-71.089493,191,-0.08,0,0.24,0.46,3.71,116.47,0.63,0.08,9.69,-10.55,21.18,24.08,0,0.09,0
80317192145,14682000806546,42.360977,-71.089493,189,-0.18,0,0.2,0.46,3.92,116.86,0.67,0.08,9.73,-10.64,21,23.27,0,0.08,0
80317192137,14682000806546,42.360977,-71.089493,189,-0.12,0,0.25,0.46,4.17,115.97,0.71,0.08,9.69,-10.27,21.09,23.57,-0.01,0.08,0
80317102027,14682000806546,42.360977,-71.0896,105,0.43,0,1.39,-15.44,7.33,9.81,1.37,-2.86,10.28,51,8.82,12.45,0.01,0.06,0.01
80317192210,14682000806546,42.360985,-71.089493,195,-0.13,0,0.19,0.93,3.94,116.07,0.67,0.16,9.69,-10.27,21,23.67,0,0.08,0
80317192227,14682000806546,42.360985,-71.089493,191,-0.19,0,0.51,0.69,3.71,115.87,0.63,0.12,9.69,-10.18,21,23.27,0,0.08,0
80317192202,14682000806546,42.360985,-71.089493,185,-0.16,0,0.13,0.46,3.71,116.27,0.63,0.08,9.69,-10.45,21.18,23.06,0,0.08,0
80317192235,14682000806546,42.360985,-71.089493,187,-0.22,0,0.26,0.46,3.69,116.76,0.63,0.08,9.73,-10.64,21.09,22.86,0,0.08,0
80317192154,14682000806546,42.360985,-71.089493,191,-0.14,0,0.21,0.69,3.92,115.67,0.67,0.12,9.73,-10.18,21.18,22.55,0,0.08,0
80317192219,14682000806546,42.360985,-71.089493,187,-0.17,0,0.38,1.16,3.71,117.07,0.63,0.2,9.69,-10.55,20.64,23.16,-0.01,0.08,0
80317192326,14682000806546,42.360996,-71.089493,177,-0.18,0,0.28,0.46,4.13,115.87,0.71,0.08,9.77,-10.27,21.18,24.29,0,0.09,0
80317192326,14682000806546,42.360996,-71.089493,177,-0.18,0,0.28,0.46,4.13,115.87,0.71,0.08,9.77,-10.27,21.18,24.29,0,0.09,0
80317192317,14682000806546,42.360996,-71.089493,174,-0.24,0,0.21,0.93,3.94,115.87,0.67,0.16,9.69,-10.27,21.18,24.69,0,0.08,0
80317192342,14682000806546,42.360996,-71.089493,180,-0.24,0,0.24,0.93,3.71,116.66,0.63,0.16,9.69,-10.55,21,23.57,0,0.08,0
80317192253,14682000806546,42.360996,-71.089493,182,-0.23,0,0.24,1.16,3.71,116.37,0.63,0.2,9.69,-10.45,21.09,22.86,0,0.08,0
80317192244,14682000806546,42.360996,-71.089493,180,-0.21,0,0.28,0.69,3.46,116.17,0.59,0.12,9.73,-10.36,21.09,22.86,0,0.08,0
80317192309,14682000806546,42.360996,-71.089493,179,-0.21,0,0.32,0.46,4.15,115.87,0.71,0.08,9.73,-10.27,21.18,22.76,0,0.08,0
80317192300,14682000806546,42.360996,-71.089493,175,-0.2,0,0.24,0.69,3.69,115.87,0.63,0.12,9.73,-10.27,21.18,22.76,0,0.08,0
80317192407,14682000806546,42.361004,-71.089493,166,-0.24,0,0.28,0.69,3.94,116.17,0.67,0.12,9.69,-10.36,21.09,24.18,-0.01,0.09,0
80317192400,14682000806546,42.361004,-71.089493,173,-0.26,0,0.28,0.7,3.49,115.28,0.59,0.12,9.65,-10.09,21.36,22.96,0,0.08,0
80317192351,14682000806546,42.361004,-71.089493,172,-0.23,0,0.21,0.69,3.92,116.27,0.67,0.12,9.73,-10.36,21,22.65,0,0.08,0
80317192450,14682000806546,42.361012,-71.089478,167,-0.22,0,0.27,0.69,3.47,116.37,0.59,0.12,9.69,-10.55,21.27,22.96,0,0.09,0
80317165241,14682000806546,42.361012,-71.089912,4,-7.53,0,0.27,-1.4,1.16,137.23,0.2,-0.24,9.65,-20.64,19.09,24.29,0,0.08,0
80317192416,14682000806546,42.361012,-71.089493,173,-0.23,0,0.23,0.7,3.95,117.06,0.67,0.12,9.65,-10.64,20.82,23.78,0,0.08,0
80317192432,14682000806546,42.361012,-71.089493,164,-0.24,0,0.21,0.69,3.69,116.67,0.63,0.12,9.73,-10.45,20.82,22.65,0,0.08,0
80317192441,14682000806546,42.361012,-71.089493,167,-0.27,0,0.36,0.93,3.95,116.76,0.67,0.16,9.65,-10.73,21.27,22.55,0,0.08,0
80317192425,14682000806546,42.361012,-71.089493,167,-0.25,0,0.21,0.46,3.69,116.07,0.63,0.08,9.73,-10.36,21.18,22.96,-0.01,0.08,0
80317165259,14682000806546,42.361019,-71.089897,4,0.09,1,0.37,-1.62,1.39,136.93,0.24,-0.27,9.69,-20.91,19.55,24.08,0,0.08,0
80317165250,14682000806546,42.361019,-71.089897,7,0.68,1,0.15,-2.32,1.62,137.58,0.27,-0.39,9.69,-21.09,19.27,24.08,-0.01,0.08,0
80317165315,14682000806546,42.361019,-71.089882,8,-3.15,1,0.15,-1.87,1.17,137.86,0.2,-0.31,9.61,-21,19,23.78,-0.01,0.08,0
80317165306,14682000806546,42.361019,-71.089897,4,-0.17,1,0.2,-2.08,1.39,137.96,0.24,-0.35,9.73,-21.27,19.18,23.78,0,0.08,-0.01
80317165349,14682000806546,42.361027,-71.089867,198,-11.94,1,0.38,-0.23,1.62,136.81,0.27,-0.04,9.73,-20.73,19.45,23.47,0,0.08,0
80317165340,14682000806546,42.361027,-71.089882,3,-4.54,1,0.32,-1.15,1.61,138.11,0.27,-0.2,9.77,-21.18,19,23.67,0.01,0.08,-0.01
80317165324,14682000806546,42.361027,-71.089882,5,-1.09,1,0.22,-2.08,1.15,137.97,0.2,-0.35,9.73,-21.18,19.09,23.88,0,0.08,-0.01
80317165332,14682000806546,42.361027,-71.089882,8,-2.93,1,0.28,-2.09,0.93,138.12,0.16,-0.35,9.69,-21.09,18.91,23.47,0,0.08,-0.01
80317192932,14682000806546,42.361042,-71.089302,139,-0.11,0,0.23,0.92,3.92,116.76,0.67,0.16,9.73,-10.64,21.09,22.76,0,0.09,0
80317192915,14682000806546,42.361042,-71.089302,137,-0.07,0,0.22,1.16,3.47,116.57,0.59,0.2,9.69,-10.55,21.09,24.69,0,0.08,0
80317194225,14682000806546,42.361042,-71.089195,151,0.84,0,0.25,-3.93,-2.54,7.53,-0.43,-0.67,9.69,15.82,2.09,23.57,0,0.08,0
80317192906,14682000806546,42.361042,-71.089279,142,-0.03,0,0.32,0.46,3.71,115.78,0.63,0.08,9.69,-10.27,21.27,23.37,0,0.08,0
80317192923,14682000806546,42.361042,-71.089302,136,-0.1,0,0.33,1.16,3.72,115.87,0.63,0.2,9.65,-10.18,21,23.16,0,0.08,0
80317192841,14682000806546,42.361042,-71.089279,139,-0.1,0,0.21,0.46,3.69,115.96,0.63,0.08,9.73,-10.18,20.91,23.06,0,0.08,0
80317192833,14682000806546,42.361042,-71.089272,145,-0.09,0,0.25,0.92,3.69,115.97,0.63,0.16,9.73,-10.27,21.09,22.96,0,0.08,0
80317192850,14682000806546,42.361042,-71.089279,145,-0.14,0,0.21,0.69,3.94,116.06,0.67,0.12,9.69,-10.18,20.82,22.76,0,0.08,0
80317192850,14682000806546,42.361042,-71.089279,145,-0.14,0,0.21,0.69,3.94,116.06,0.67,0.12,9.69,-10.18,20.82,22.76,0,0.08,0
80317192940,14682000806546,42.361042,-71.089302,134,-0.06,0,0.17,1.39,3.94,115.56,0.67,0.24,9.69,-10,20.91,22.55,0,0.08,0
80317192948,14682000806546,42.361042,-71.089302,142,-0.13,0,0.29,0.69,3.94,116.66,0.67,0.12,9.69,-10.64,21.18,22.45,0,0.08,0
80317192957,14682000806546,42.361042,-71.089302,136,-0.19,0,0.23,0.69,3.71,116.97,0.63,0.12,9.69,-10.55,20.73,22.14,0,0.08,0
80317165357,14682000806546,42.361042,-71.089844,183,-14.76,1,0.66,3.56,0.89,136.7,0.16,0.63,10.08,-20.55,19.36,24.08,0.09,0.08,-0.01
80317165406,14682000806546,42.361042,-71.089806,172,-11.9,1,1.65,0.22,-7.15,136.31,-1.29,0.04,10.32,-20.36,19.45,23.88,0.02,0.08,-0.01
80317135546,14682000806546,42.361042,-71.089516,1403,-12.26,0,0.2,-2.53,2.07,115.6,0.35,-0.43,9.77,-10.45,21.82,23.06,0,0.08,-0.01
80317165413,14682000806546,42.361042,-71.089798,186,-14.28,1,1.81,-37.03,10.62,136.03,2.2,-7.18,9.26,-20.55,19.82,23.98,-0.02,0.08,-0.02
80317185209,14682000806546,42.36105,-71.089775,393,0,0,0.19,0.69,3.47,118.63,0.59,0.12,9.69,-11.36,20.82,25.2,0,0.08,0
80317193014,14682000806546,42.36105,-71.089302,135,-0.17,0,0.21,0.69,3.68,116.47,0.63,0.12,9.77,-10.55,21.18,23.88,0,0.08,0
80317193030,14682000806546,42.36105,-71.089302,131,-0.15,0,0.26,0.69,3.92,116.47,0.67,0.12,9.73,-10.45,21,23.27,0,0.08,0
80317194234,14682000806546,42.36105,-71.089211,144,0.79,0,0.16,-3.72,-2.79,8.33,-0.47,-0.63,9.65,14.91,2.18,22.96,0,0.08,0
80317193022,14682000806546,42.36105,-71.089302,136,-0.13,0,0.19,0.93,3.95,116.17,0.67,0.16,9.65,-10.36,21.09,22.86,0,0.08,0
80317193005,14682000806546,42.36105,-71.089302,137,-0.18,0,0.14,0.69,4.17,116.76,0.71,0.12,9.69,-10.64,21.09,22.65,0,0.08,0
80317193039,14682000806546,42.36105,-71.089302,135,-0.19,0,0.18,0.69,3.69,116.07,0.63,0.12,9.73,-10.36,21.18,22.35,0,0.08,0
80317194308,14682000806546,42.361061,-71.089211,145,0.76,0,0.26,-4.15,-2.53,7.89,-0.43,-0.71,9.73,15.09,2.09,23.37,0,0.09,0
80317194250,14682000806546,42.361061,-71.089211,148,0.75,0,0.28,-3.93,-2.54,8.28,-0.43,-0.67,9.69,15,2.18,23.16,0,0.09,0
80317194243,14682000806546,42.361061,-71.089211,148,0.76,0,0.19,-4.39,-2.54,8.62,-0.43,-0.75,9.69,15,2.27,23.06,-0.01,0.09,0
80317191424,14682000806546,42.361061,-71.089638,255,5.15,0,0.16,0.69,3.91,114.68,0.67,0.12,9.77,-9.82,21.36,24.9,0,0.08,0
80317191613,14682000806546,42.361061,-71.089638,244,5.16,0,0.12,0.69,4.17,114.03,0.71,0.12,9.69,-9.36,21,24.49,0,0.08,0
